date,label,return_rate,prob_up,confidence,pred,signal,port_ret,cum_port,cum_bnh
2024-11-05,1,0.0095238095238095,0.7625183,0.7625183,1,1.0,0.0075238095238095,1.0075238095238095,1.0095238095238095
2024-11-07,1,0.0234741784037558,0.3882887,0.61171126,0,0.0,-0.0254741784037558,0.9818579682539683,1.0332215515314105
2024-11-11,0,-0.032258064516129,0.7990318,0.7990318,1,1.0,-0.034258064516129,0.9482214146318485,0.9998918240626553
2024-11-12,0,-0.0142857142857142,0.8810753,0.8810753,1,1.0,-0.016285714285714202,0.9327789515935584,0.9856076551474746
2024-11-15,0,-0.0096618357487922,0.82378876,0.82378876,1,1.0,-0.0116618357487922,0.9219010366701437,0.9760848758706875
2024-11-18,1,0.0146341463414634,0.88430816,0.88430816,1,1.0,0.0126341463414634,0.9335484692797811,0.9903690447858683
2024-11-19,0,-0.0144230769230769,0.7864001,0.7864001,1,1.0,-0.0164230769230769,0.9182167309573785,0.9760848758706876
2024-11-20,0,-0.0146341463414634,0.73675305,0.73675305,1,1.0,-0.0166341463414634,0.9029429794814534,0.9618007069555068
2024-11-21,1,0.0297029702970297,0.9396518,0.9396518,1,1.0,0.0277029702970297,0.9279571820219397,0.9903690447858684
2024-11-22,0,-0.0096153846153846,0.6451258,0.6451258,1,1.0,-0.0116153846153846,0.9171786024461464,0.9808462655090813
2024-11-25,0,-0.0194174757281553,0.6855035,0.6855035,1,1.0,-0.021417475728155298,0.8975349519898725,0.9618007069555069
2024-11-26,0,-0.0099009900990099,0.7721164,0.7721164,1,1.0,-0.0119009900990099,0.8868533974127257,0.9522779276787197
2024-11-28,0,-0.008955223880597,0.62510705,0.62510705,1,1.0,-0.010955223880597,0.8771377198948013,0.9437500656398058
2024-11-29,1,0.0391566265060241,0.3393733,0.6606267,0,0.0,-0.0411566265060241,0.8410376903627453,0.9807041344750994
2024-12-02,1,0.0193236714975845,0.92875314,0.92875314,1,1.0,0.0173236714975845,0.8556075510276766,0.9996549390060191
2024-12-03,1,0.0142180094786729,0.5086301,0.5086301,1,1.0,0.0122180094786729,0.8660613721961568,1.0138680424042088
2024-12-05,0,-0.0093023255813953,0.2582915,0.7417085,0,0.0,0.0073023255813953,0.8723856343094031,1.0044367117771928
2024-12-06,1,0.0093896713615023,0.23119946,0.76880056,0,0.0,-0.0113896713615023,0.8624494486341233,1.0138680424042086
2024-12-09,0,-0.0093023255813953,0.656863,0.656863,1,1.0,-0.0113023255813953,0.8527017641681656,1.0044367117771926
2024-12-10,0,-0.0187793427230046,0.75760126,0.75760126,1,1.0,-0.0207793427230046,0.8349831819700045,0.9855740505231609
2024-12-11,1,0.0143540669856459,0.87717897,0.87717897,1,1.0,0.0123540669856459,0.8452986201319498,0.9997210464636848
2024-12-13,1,0.0187793427230046,0.6767726,0.6767726,1,1.0,0.016779342723004603,0.8594821753824265,1.018495150622627
2024-12-16,0,-0.0092165898617511,0.77805126,0.77805126,1,1.0,-0.0112165898617511,0.8498417163276762,1.0091080985431558
2024-12-17,1,0.0093023255813953,0.8684489,0.8684489,1,1.0,0.0073023255813953,0.8560475372329528,1.018495150622627
2024-12-18,0,-0.0138248847926267,0.92371124,0.92371124,1,1.0,-0.015824884792626698,0.8425006835792295,1.0044145725034201
2024-12-19,0,-0.0327102803738317,0.57010996,0.57010996,1,1.0,-0.034710280373831705,0.8132572486370495,0.9715598902252709
2024-12-20,1,0.0434782608695652,0.82937706,0.82937706,1,1.0,0.0414782608695652,0.8469897449500818,1.0138016245828914
